c_ClaveProdServ,Descripción,Palabras similares,Material Peligroso,FechaInicioVigencia,FechaFinVigencia
31291101,Componentes de aluminio maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291102,Componentes de berilio maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291103,Componentes de latón maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291104,Componentes de bronce maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291105,Componentes de cobre maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291106,Componentes de aleación ferrosa maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291107,Componentes de plomo maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291108,Componentes de magnesio maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291109,Componentes de aleación no ferrosa maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291110,Componentes plásticos maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291111,Componentes de metal precioso maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291112,Componentes de caucho maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291113,Componentes de acero inoxidable maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291114,Componentes de acero maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291115,Componentes de estaño maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291116,Componentes de titanio maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291117,Componentes de zinc maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291118,Componentes compuestos maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291119,Componentes de aleación de níquel maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291120,Componentes no metálicos maquinados por extrusión hidrostática,,"0,1",17/07/2024,
31291300,Estiramientos por presión en frío labrados,,"0,1",17/07/2024,
31291301,Componentes de aluminio maquinados por extrusión en frío,,"0,1",17/07/2024,
31291302,Componentes de berilio maquinados por extrusión en frío,,"0,1",17/07/2024,
31291303,Componentes de latón maquinados por extrusión en frío,,"0,1",17/07/2024,
31291304,Componentes de bronce maquinados por extrusión en frío,,"0,1",17/07/2024,
31291305,Componentes de cobre maquinados por extrusión en frío,,"0,1",17/07/2024,
31291306,Componentes de aleación ferrosa maquinados por extrusión en frío,,"0,1",17/07/2024,
31291307,Componentes de plomo maquinados por extrusión en frío,,"0,1",17/07/2024,
31291308,Componentes de magnesio maquinados por extrusión en frío,,"0,1",17/07/2024,
31291309,Componentes de aleación no ferrosa maquinados por extrusión en frío,,"0,1",17/07/2024,
31291310,Componentes plásticos maquinados por extrusión en frío,,"0,1",17/07/2024,
31291311,Componentes de metal precioso maquinados por extrusión en frío,,"0,1",17/07/2024,
31291312,Componentes de caucho maquinados por extrusión en frío,,"0,1",17/07/2024,
31291313,Componentes de acero inoxidable maquinados por extrusión en frío,,"0,1",17/07/2024,
31291314,Componentes de acero maquinados por extrusión en frío,,"0,1",17/07/2024,
31291315,Componentes de estaño maquinados por extrusión en frío,,"0,1",17/07/2024,
31291316,Componentes de titanio maquinados por extrusión en frío,,"0,1",17/07/2024,
31291317,Componentes de zinc maquinados por extrusión en frío,,"0,1",17/07/2024,
31291318,Componentes compuestos maquinados por extrusión en frío,,"0,1",17/07/2024,
31291319,Componentes de aleación de níquel maquinados por extrusión en frío,,"0,1",17/07/2024,
31291320,Componentes no metálicos maquinados por extrusión en frío,,"0,1",17/07/2024,
31301100,Forjas labradas con troquel abierto,,"0,1",17/07/2024,
31301101,Forjas de aleación no ferrosa maquinadas con troquel abierto,,"0,1",17/07/2024,
31301102,Forjas de aleación ferrosa maquinadas con troquel abierto,,"0,1",17/07/2024,
31301103,Forjas de acero maquinadas con troquel abierto,,"0,1",17/07/2024,
31301104,Forjas de acero inoxidable maquinadas con troquel abierto,,"0,1",17/07/2024,
31301105,Forjas de hierro maquinadas con troquel abierto,,"0,1",17/07/2024,
31301106,Forjas de aluminio maquinadas con troquel abierto,,"0,1",17/07/2024,
31301107,Forjas de magnesio maquinadas con troquel abierto,,"0,1",17/07/2024,
31301108,Forjas de titanio maquinadas con troquel abierto,,"0,1",17/07/2024,
31301109,Forjas de berilio maquinadas con troquel abierto,,"0,1",17/07/2024,
31301110,Forjas de cobre maquinadas con troquel abierto,,"0,1",17/07/2024,
31301111,Forjas de latón maquinadas con troquel abierto,,"0,1",17/07/2024,
31301112,Forjas de bronce maquinadas con troquel abierto,,"0,1",17/07/2024,
31301113,Forjas de zinc maquinadas con troquel abierto,,"0,1",17/07/2024,
31301114,Forjas de estaño maquinadas con troquel abierto,,"0,1",17/07/2024,
31301115,Forjas de plomo maquinadas con troquel abierto,,"0,1",17/07/2024,
31301116,Forjas de metales preciosos maquinadas con troquel abierto,,"0,1",17/07/2024,
31301117,Forjas compuestas maquinadas con troquel abierto,,"0,1",17/07/2024,
31301118,Forjas de aleación de níquel maquinadas con troquel abierto,,"0,1",17/07/2024,
31301119,Forjas no metálicas maquinadas con troquel abierto,,"0,1",17/07/2024,
31301200,Forjas labradas con troquel cerrado,,"0,1",17/07/2024,
31301201,Forjas de aleación no ferrosa maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301202,Forjas de aleación ferrosa maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301203,Forjas de acero maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301204,Forjas de acero inoxidable maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301205,Forjas de hierro maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301206,Forjas de aluminio maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301207,Forjas de magnesio maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301208,Forjas de titanio maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301209,Forjas de berilio maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301210,Forjas de cobre maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301211,Forjas de latón maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301212,Forjas de bronce maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301213,Forjas de zinc maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301214,Forjas de estaño maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301215,Forjas de plomo maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301216,Forjas de metales preciosos maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301217,Forjas compuestas maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301218,Forjas de aleación de níquel maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301219,Forjas no metálicas maquinadas con troquel cerrado,,"0,1",17/07/2024,
31301300,Forjas labradas de troquel de impresión,,"0,1",17/07/2024,
31301301,Forjas de aleación no ferrosa maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301302,Forjas de aleación ferrosa maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301303,Forjas de acero maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301304,Forjas de acero inoxidable maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301305,Forjas de hierro maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301306,Forjas de aluminio maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301307,Forjas de magnesio maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301308,Forjas de titanio maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301309,Forjas de berilio maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301310,Forjas de cobre maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301311,Forjas de latón maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301312,Forjas de bronce maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301313,Forjas de zinc maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301314,Forjas de estaño maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301315,Forjas de plomo maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301316,Forjas de metales preciosos maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301317,Forjas compuestas maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301318,Forjas de aleación de níquel maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301319,Forjas no metálicas maquinadas con impresión por troquel,,"0,1",17/07/2024,
31301400,Forjas labradas por reducción,,"0,1",17/07/2024,
31301401,Forjas de aleación no ferrosa maquinadas por reducción,,"0,1",17/07/2024,
31301402,Forjas de aleación ferrosa maquinadas por reducción,,"0,1",17/07/2024,
31301403,Forjas de acero maquinadas por reducción,,"0,1",17/07/2024,
31301404,Forjas de acero inoxidable maquinadas por reducción,,"0,1",17/07/2024,
31301405,Forjas de hierro maquinadas por reducción,,"0,1",17/07/2024,
31301406,Forjas de aluminio maquinadas por reducción,,"0,1",17/07/2024,
31301407,Forjas de magnesio maquinadas por reducción,,"0,1",17/07/2024,
31301408,Forjas de titanio maquinadas por reducción,,"0,1",17/07/2024,
31301409,Forjas de berilio maquinadas por reducción,,"0,1",17/07/2024,
31301410,Forjas de cobre maquinadas por reducción,,"0,1",17/07/2024,
31301411,Forjas de latón maquinadas por reducción,,"0,1",17/07/2024,
31301412,Forjas de bronce maquinadas por reducción,,"0,1",17/07/2024,
31301413,Forjas de zinc maquinadas por reducción,,"0,1",17/07/2024,
31301414,Forjas de estaño maquinadas por reducción,,"0,1",17/07/2024,
31301415,Forjas de plomo maquinadas por reducción,,"0,1",17/07/2024,
31301416,Forjas de metales preciosos maquinadas por reducción,,"0,1",17/07/2024,
31301417,Forjas compuestas maquinadas por reducción,,"0,1",17/07/2024,
31301418,Forjas de aleación de níquel maquinadas por reducción,,"0,1",17/07/2024,
31301419,Forjas no metálicas maquinadas por reducción,,"0,1",17/07/2024,
31301500,Forjas labradas de anillo cilindrado,,"0,1",17/07/2024,
31301501,Forjas de aluminio maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301502,Forjas de berilio maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301503,Forjas de latón maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301504,Forjas de bronce maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301505,Forjas de cobre maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301506,Forjas de hierro maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301507,Forjas de plomo maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301508,Forjas de magnesio maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301509,Forjas de metal precioso maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301510,Forjas de acero inoxidable maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301511,Forjas de estaño maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301512,Forjas de titanio maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301513,Forjas de zinc maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301514,Forjas de aleación no ferrosa maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301515,Forjas de aleación ferrosa maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301516,Forjas de acero maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301517,Forjas compuestas maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301518,Forjas de aleación de níquel maquinadas por anillo enrollado,,"0,1",17/07/2024,
31301519,Forjas no metálicos maquinadas por anillo enrollado,,"0,1",17/07/2024,
31311100,Conjuntos de tubería soldada de solvente,,0,17/07/2024,
31311101,Ensambles de tubería soldada de solvente de aluminio,,0,17/07/2024,
31311102,Ensambles de tubería soldada de solvente de acero de carbono,,0,17/07/2024,
31311103,Ensambles de tubería soldada de solvente de aleación hast x,Ensambles de tubería soldada de solvente de aleación de hastelloy x,0,17/07/2024,
31311104,Ensambles de tubería soldada de solvente de inconel,,0,17/07/2024,
31311105,Ensambles de tubería soldada de solvente de acero de aleación baja,,0,17/07/2024,
31311106,Ensambles de tubería soldada de solvente no metálico,,0,17/07/2024,
31311109,Ensambles de tubería soldada de solvente de acero inoxidable,,0,17/07/2024,
31311110,Ensambles de tubería soldada de solvente de titanio,,0,17/07/2024,
31311111,Ensambles de tubería soldada de solvente de aleación wasp,,0,17/07/2024,
31311112,Ensambles de tubería soldada de solvente de cobre,,0,17/07/2024,
31311113,Ensambles de tubería soldada de solvente de latón,,0,17/07/2024,
31311200,Conjuntos de tubería remachada,,0,17/07/2024,
31311201,Ensambles de tubería remachada de aluminio,,"0,1",17/07/2024,
31311202,Ensambles de tubería remachada de acero al carbono,,"0,1",17/07/2024,
31311203,Ensambles de tubería remachada de aleación hast x,Ensambles de tubería remachada de aleación de hastelloy x,0,17/07/2024,
31311204,Ensambles de tubería remachada de inconel,,0,17/07/2024,
31311205,Ensambles de tubería remachada de acero de aleación baja,,0,17/07/2024,
31311206,Ensambles de tubería remachada no metálica,,0,17/07/2024,
31311209,Ensambles de tubería remachada de acero inoxidable,,0,17/07/2024,
31311210,Ensambles de tubería remachada de titanio,,"0,1",17/07/2024,
31311211,Ensambles de tubería remachada de aleación wasp,,0,17/07/2024,
31311212,Ensambles de tubería remachada de cobre,,"0,1",17/07/2024,
31311213,Ensambles de tubería remachada de latón,,0,17/07/2024,
31311300,Conjuntos empernados de tubería,,0,17/07/2024,
31311301,Ensambles de tubería atornillada de aluminio,,"0,1",17/07/2024,
31311302,Ensambles de tubería atornillada de acero al carbono,,"0,1",17/07/2024,
31311303,Ensambles de tubería atornillada de aleación hast x,Ensambles de tubería atornillada de aleación hastelloy x,0,17/07/2024,
31311304,Ensambles de tubería atornillada de inconel,,0,17/07/2024,
31311305,Ensambles de tubería atornillada de acero de aleación baja,,0,17/07/2024,
31311306,Ensambles de tubería atornillada no metálica,,0,17/07/2024,
31311309,Ensambles de tubería atornillada de acero inoxidable,,0,17/07/2024,
31311310,Ensambles de tubería atornillada de titanio,,"0,1",17/07/2024,
31311311,Ensambles de tubería atornillada de aleación wasp,,0,17/07/2024,
31311312,Ensambles de tubería atornillada de cobre,,"0,1",17/07/2024,
31311313,Ensambles de tubería atornillada de latón,,0,17/07/2024,
31311400,Conjuntos de tuberías soldadas con ultra violeta UV,,"0,1",17/07/2024,
31311401,Ensambles de tubería soldada con ultra violeta de aluminio,,"0,1",17/07/2024,
31311402,Ensambles de tubería soldada con ultra violeta de acero al carbono,,"0,1",17/07/2024,
31311403,Ensambles de tubería soldada con ultra violeta de aleación hast x,Ensambles de tubería soldada con ultra violeta de aleación hastelloy x,"0,1",17/07/2024,
31311404,Ensambles de tubería soldada con ultra violeta de inconel,,"0,1",17/07/2024,
31311405,Ensambles de tubería soldada con ultra violeta de acero de aleación baja,,"0,1",17/07/2024,
31311406,Ensambles de tubería soldada con ultra violeta no metálica,,"0,1",17/07/2024,
31311409,Ensambles de tubería soldada con ultra violeta de acero inoxidable,,"0,1",17/07/2024,
31311410,Ensambles de tubería soldada con ultra violeta de titanio,,"0,1",17/07/2024,
31311411,Ensambles de tubería soldada con ultra violeta de aleación wasp,,"0,1",17/07/2024,
31311412,Ensambles de tubería soldada con ultra violeta de cobre,,"0,1",17/07/2024,
31311413,Ensambles de tubería soldada con ultra violeta de latón,,"0,1",17/07/2024,
31311500,Conjuntos de tubería soldado o soldado con latón,,0,17/07/2024,
31311501,Ensambles de tubería con soldadura fuerte o débil de aluminio,,"0,1",17/07/2024,
31311502,Ensambles de tubería con soldadura fuerte o débil de acero al carbono,,"0,1",17/07/2024,
31311503,Ensambles de tubería con soldadura fuerte o débil de aleación hast x,Ensambles de tubería con soldadura fuerte o débil de aleación hastelloy x,0,17/07/2024,
31311504,Ensambles de tubería con soldadura fuerte o débil de inconel,,0,17/07/2024,
31311505,Ensambles de tubería con soldadura fuerte o débil de acero de aleación baja,,0,17/07/2024,
31311506,Ensambles de tubería con soldadura fuerte o débil no metálica,,0,17/07/2024,
31311509,Ensambles de tubería con soldadura fuerte o débil de acero inoxidable,,0,17/07/2024,
31311510,Ensambles de tubería con soldadura fuerte o débil de titanio,,0,17/07/2024,
31311511,Ensambles de tubería con soldadura fuerte o débil de aleación wasp,,0,17/07/2024,
31311512,Ensambles de tubería con soldadura fuerte o débil de cobre,,0,17/07/2024,
31311513,Ensambles de tubería con soldadura fuerte o débil de latón,,0,17/07/2024,
31311600,Conjuntos de tubería soldada sónica,,"0,1",17/07/2024,
31311601,Ensambles de tubería con soldadura sónica de aluminio,,"0,1",17/07/2024,
31311602,Ensambles de tubería con soldadura sónica de acero al carbono,,"0,1",17/07/2024,
31311603,Ensambles de tubería con soldadura sónica de aleación hast x,Ensambles de tubería con soldadura sónica de aleación hastelloy x,"0,1",17/07/2024,
31311604,Ensambles de tubería con soldadura sónica de inconel,,"0,1",17/07/2024,
31311605,Ensambles de tubería con soldadura sónica de acero de aleación baja,,"0,1",17/07/2024,
31311606,Ensambles de tubería con soldadura sónica no metálica,,"0,1",17/07/2024,
31311609,Ensambles de tubería con soldadura sónica de acero inoxidable,,"0,1",17/07/2024,
31311610,Ensambles de tubería con soldadura sónica de titanio,,"0,1",17/07/2024,
31311611,Ensambles de tubería con soldadura sónica de aleación wasp,,"0,1",17/07/2024,
31311612,Ensambles de tubería con soldadura sónica de cobre,,"0,1",17/07/2024,
31311613,Ensambles de tubería con soldadura sónica de latón,,"0,1",17/07/2024,
31311700,Conjuntos de tubería pegada,,"0,1",17/07/2024,
31311701,Ensambles de tubería pegada de aluminio,,"0,1",17/07/2024,
31311702,Ensambles de tubería pegada de acero al carbono,,"0,1",17/07/2024,
31311703,Ensambles de tubería pegada de aleación hast x,Ensambles de tubería pegada de aleación hastelloy x,"0,1",17/07/2024,
31311704,Ensambles de tubería pegada de inconel,,"0,1",17/07/2024,
31311705,Ensambles de tubería pegada de acero de aleación baja,,"0,1",17/07/2024,
31311706,Ensambles de tubería pegada no metálica,,"0,1",17/07/2024,
31311709,Ensambles de tubería pegada de acero inoxidable,,"0,1",17/07/2024,
31311710,Ensambles de tubería pegada de titanio,,"0,1",17/07/2024,
31311711,Ensambles de tubería pegada de aleación wasp,,"0,1",17/07/2024,
31311712,Ensambles de tubería pegada de cobre,,"0,1",17/07/2024,
31311713,Ensambles de tubería pegada de latón,,"0,1",17/07/2024,
31321200,Conjuntos soldados de solvente de material en barras,,0,17/07/2024,
31321201,Ensambles de barras soldadas con solvente de aluminio,,"0,1",17/07/2024,
31321202,Ensambles de barras soldadas con solvente de acero al carbono,,"0,1",17/07/2024,
31321203,Ensambles de barras soldadas con solvente de aleación hast x,Ensambles de barras soldadas con solvente de aleación hastelloy x,0,17/07/2024,
31321204,Ensambles de barras soldadas con solvente de inconel,,0,17/07/2024,
31321205,Ensambles de barras soldadas con solvente de acero de aleación baja,,0,17/07/2024,
31321206,Ensambles de barras soldadas con solvente no metálica,,0,17/07/2024,
31321209,Ensambles de barras soldadas con solvente de acero inoxidable,,0,17/07/2024,
31321210,Ensambles de barras soldadas con solvente de titanio,,0,17/07/2024,
31321211,Ensambles de barras soldadas con solvente de aleación wasp,,0,17/07/2024,
31321212,Ensambles de barras soldadas con solvente de cobre,,0,17/07/2024,
31321213,Ensambles de barras soldadas con solvente de latón,,0,17/07/2024,
31321300,Conjuntos remachados de material en barras,,0,17/07/2024,
31321301,Ensambles de barras remachadas de aluminio,,"0,1",17/07/2024,
31321302,Ensambles de barras remachadas de acero al carbono,,"0,1",17/07/2024,
31321303,Ensambles de barras remachadas de aleación hast x,Ensambles de barras remachadas de aleación hastelloy x,0,17/07/2024,
31321304,Ensambles de barras remachadas de inconel,,0,17/07/2024,
31321305,Ensambles de barras remachadas de acero de aleación baja,,0,17/07/2024,
31321306,Ensambles de barras remachadas no metálica,Ensambles de barras remachadas plásticas,0,17/07/2024,
31321309,Ensambles de barras remachadas de acero inoxidable,,0,17/07/2024,
31321310,Ensambles de barras remachadas de titanio,,"0,1",17/07/2024,
31321311,Ensambles de barras remachadas de aleación wasp,,0,17/07/2024,
31321312,Ensambles de barras remachadas de cobre,,"0,1",17/07/2024,
31321313,Ensambles de barras remachadas de latón,,0,17/07/2024,
31321500,Conjuntos de barras soldadas con ultra violeta UV,,"0,1",17/07/2024,
31321501,Ensambles de barras soldadas con soldadura ultra violeta de aluminio,,"0,1",17/07/2024,
31321502,Ensambles de barras soldadas con soldadura ultra violeta de acero al carbono,,"0,1",17/07/2024,
31321503,Ensambles de barras soldadas con soldadura ultra violeta de aleación hast x,Ensambles de barras soldadas con soldadura ultra violeta de aleación hastelloy x,"0,1",17/07/2024,
31321504,Ensambles de barras soldadas con soldadura ultra violeta de inconel,,"0,1",17/07/2024,
31321505,Ensambles de barras soldadas con soldadura ultra violeta de acero de aleación baja,,"0,1",17/07/2024,
31321506,Ensambles de barras soldadas con soldadura ultra violeta no metálica,Ensambles de barras soldadas con soldadura ultra violeta de plástico,"0,1",17/07/2024,
31321509,Ensambles de barras soldadas con soldadura ultra violeta de acero inoxidable,,"0,1",17/07/2024,
31321510,Ensambles de barras soldadas con soldadura ultra violeta de titanio,,"0,1",17/07/2024,
31321511,Ensambles de barras soldadas con soldadura ultra violeta de aleación wasp,,"0,1",17/07/2024,
31321512,Ensambles de barras soldadas con soldadura ultra violeta de cobre,,"0,1",17/07/2024,
31321513,Ensambles de barras soldadas con soldadura ultra violeta de latón,,"0,1",17/07/2024,
31321600,Conjuntos sónicos soldados de material en barras,,0,17/07/2024,
31321601,Ensambles de barras soldadas con soldadura sónica de aluminio,,"0,1",17/07/2024,
31321602,Ensambles de barras soldadas con soldadura sónica de acero al carbono,,"0,1",17/07/2024,
31321603,Ensambles de barras soldadas con soldadura sónica de aleación hast x,Ensambles de barras soldadas con soldadura sónica de aleación hastelloy x,"0,1",17/07/2024,
31321604,Ensambles de barras soldadas con soldadura sónica de inconel,,"0,1",17/07/2024,
31321605,Ensambles de barras soldadas con soldadura sónica de acero de aleación baja,,"0,1",17/07/2024,
31321606,Ensambles de barras soldadas con soldadura sónica no metálica,Ensambles de barras soldadas con soldadura sónica plástica,"0,1",17/07/2024,
31321609,Ensambles de barras soldadas con soldadura sónica de acero inoxidable,,"0,1",17/07/2024,
31321610,Ensambles de barras soldadas con soldadura sónica de titanio,,"0,1",17/07/2024,
31321611,Ensambles de barras soldadas con soldadura sónica de aleación wasp,,"0,1",17/07/2024,
31321612,Ensambles de barras soldadas con soldadura sónica de cobre,,"0,1",17/07/2024,
31321613,Ensambles de barras soldadas con soldadura sónica de latón,,"0,1",17/07/2024,
31321700,Conjuntos empernados de material en barras,,"0,1",17/07/2024,
31321701,Ensambles de barras atornilladas de aluminio,,"0,1",17/07/2024,
31321702,Ensambles de barras atornilladas de acero al carbono,,"0,1",17/07/2024,
31321703,Ensambles de barras atornilladas de aleación hast x,Ensamble de barras atornilladas de aleación hastelloy x,0,17/07/2024,
31321704,Ensambles de barras atornilladas de inconel,,0,17/07/2024,
31321705,Ensambles de barras atornilladas de acero de aleación baja,,0,17/07/2024,
31321706,Ensambles de barras atornilladas no metálica,Ensambles de barras atornilladas de plástico,0,17/07/2024,
31321709,Ensambles de barras atornilladas de acero inoxidable,,0,17/07/2024,
31321710,Ensambles de barras atornilladas de titanio,,"0,1",17/07/2024,
31321711,Ensambles de barras atornilladas de aleación wasp,,0,17/07/2024,
31321712,Ensambles de barras atornilladas de cobre,,"0,1",17/07/2024,
31321713,Ensambles de barras atornilladas de latón,,0,17/07/2024,
31331500,Conjuntos estructurales soldado de solvente,,0,17/07/2024,
31331501,Ensambles estructurales con soldadura de solvente de aluminio,,0,17/07/2024,
31331502,Ensambles estructurales con soldadura de solvente de acero al carbono,,"0,1",17/07/2024,
31331503,Ensambles estructurales con soldadura de solvente de aleación hast x,Ensambles estructurales con soldadura de solvente de aleación hestalloy x,0,17/07/2024,
31331504,Ensambles estructurales con soldadura de solvente de inconel,,0,17/07/2024,
31331505,Ensambles estructurales con soldadura de solvente de acero de aleación baja,,0,17/07/2024,
31331506,Ensambles estructurales con soldadura de solvente no metálica,,0,17/07/2024,
31331509,Ensambles estructurales con soldadura de solvente de acero inoxidable,,0,17/07/2024,
31331510,Ensambles estructurales con soldadura de solvente de titanio,,"0,1",17/07/2024,
31331511,Ensambles estructurales con soldadura de solvente de aleación wasp,,0,17/07/2024,
31331512,Ensambles estructurales con soldadura de solvente de cobre,,"0,1",17/07/2024,
31331513,Ensambles estructurales con soldadura de solvente de latón,,0,17/07/2024,
31341200,Conjuntos remachados de placa,,0,17/07/2024,
31341201,Ensambles de láminas remachadas de aluminio,,"0,1",17/07/2024,
31341202,Ensambles de láminas remachadas de acero al carbono,,"0,1",17/07/2024,
31341203,Ensambles de láminas remachadas de aleación hast x,Ensambles de láminas remachadas de aleación hastelloy x,0,17/07/2024,
31341204,Ensambles de láminas remachadas de inconel,,0,17/07/2024,
31341205,Ensambles de láminas remachadas de acero de aleación baja,,0,17/07/2024,
31341206,Ensambles de láminas remachadas no metálica,Ensambles de láminas remachadas de plástico,0,17/07/2024,
31341209,Ensambles de láminas remachadas de acero inoxidable,,0,17/07/2024,
31341210,Ensambles de láminas remachadas de titanio,,"0,1",17/07/2024,
31341211,Ensambles de láminas remachadas de aleación wasp,,0,17/07/2024,
31341212,Ensambles de láminas remachadas de cobre,,"0,1",17/07/2024,
31341213,Ensambles de láminas remachadas de latón,,0,17/07/2024,
31341300,Conjuntos de láminas soldadas con ultra violeta UV,,"0,1",17/07/2024,
31341301,Ensambles de láminas soldadas con soldadura ultra violeta de aluminio,,"0,1",17/07/2024,
31341302,Ensambles de láminas soldadas con soldadura ultra violeta de acero al carbono,,"0,1",17/07/2024,
31341303,Ensambles de láminas soldadas con soldadura ultra violeta de aleación hast x,Ensamble de láminas soldadas con soldadura ultra violeta de aleación hastelloy x,"0,1",17/07/2024,
31341304,Ensambles de láminas soldadas con soldadura ultra violeta de inconel,,"0,1",17/07/2024,
31341305,Ensambles de láminas soldadas con soldadura ultra violeta de acero de aleación baja,,"0,1",17/07/2024,
31341306,Ensambles de láminas soldadas con soldadura ultra violeta no metálica,Ensambles de láminas soldadas con soldadura ultra violeta plástica,"0,1",17/07/2024,
31341309,Ensambles de láminas soldadas con soldadura ultra violeta de acero inoxidable,,"0,1",17/07/2024,
31341310,Ensambles de láminas soldadas con soldadura ultra violeta de titanio,,"0,1",17/07/2024,
31341311,Ensambles de láminas soldadas con soldadura ultra violeta de aleación wasp,,"0,1",17/07/2024,
31341312,Ensambles de láminas soldadas con soldadura ultra violeta de cobre,,"0,1",17/07/2024,
31341313,Ensambles de láminas soldadas con soldadura ultra violeta de latón,,"0,1",17/07/2024,
31341400,Conjuntos de lámina soldada sónica,,"0,1",17/07/2024,
31341401,Ensambles de láminas soldadas con soldadura sónica de aluminio,,"0,1",17/07/2024,
31341402,Ensambles de láminas soldadas con soldadura sónica de acero al carbono,,"0,1",17/07/2024,
31341403,Ensambles de láminas soldadas con soldadura sónica de aleación hast x,Ensambles de láminas soldadas con soldadura sónica de aleación hastelloy x,"0,1",17/07/2024,
31341404,Ensambles de láminas soldadas con soldadura sónica de inconel,,"0,1",17/07/2024,
31341405,Ensambles de láminas soldadas con soldadura sónica de acero de aleación baja,,"0,1",17/07/2024,
31341406,Ensambles de láminas soldadas con soldadura sónica no metálica,Ensamble de láminas soldadas con soldadura plástica,"0,1",17/07/2024,
31341409,Ensambles de láminas soldadas con soldadura sónica de acero inoxidable,,"0,1",17/07/2024,
31341410,Ensambles de láminas soldadas con soldadura sónica de titanio,,"0,1",17/07/2024,
31341411,Ensambles de láminas soldadas con soldadura sónica de aleación wasp,,"0,1",17/07/2024,
31341412,Ensambles de láminas soldadas con soldadura sónica de cobre,,"0,1",17/07/2024,
31341413,Ensambles de láminas soldadas con soldadura sónica de latón,,"0,1",17/07/2024,
31341500,Conjuntos de lámina soldada de solvente,,0,17/07/2024,
